Polish_name,Gmina,County,Voivodeship,German_name,Poland,Polish_name_clean,German_name_clean
Kłonowo,Dobre,Radziejów,Kuyavian-Pomeranian Voivodeship,Klönnau,152,KLONOWO,KLONNAU
"Klonowo, Tuchola County",Lubiewo,Tuchola,Kuyavian-Pomeranian Voivodeship,Klonowo,152,KLONOWO,KLONOWO
"Klonowo, Tuchola County",Lubiewo,Tuchola,Kuyavian-Pomeranian Voivodeship,Klontal[n],152,KLONOWO,KLONTAL
"Kłopot, Lubusz Voivodeship",Cybinka,Słubice,Lubusz Voivodeship,Kloppitz,152,KLOPOT,KLOPPITZ
Kluczbork,Kluczbork,Kluczbork,Opole Voivodeship,Kreuzberg,152,KLUCZBORK,KREUZBERG
Koło,,Koło,Greater Poland Voivodeship,Kohlo,152,KOLO,KOHLO
Kołobrzeg,,Kołobrzeg,,Kolberg,152,KOLOBRZEG,KOLBERG
Kolonowskie,Kolonowskie,Strzelce,Opole Voivodeship,Colonnowska,152,KOLONOWSKIE,COLONNOWSKA
Kolonowskie,Kolonowskie,Strzelce,Opole Voivodeship,Grafenweiler[o],152,KOLONOWSKIE,GRAFENWEILER
Konin Żagański,Iłowa,Żagań,Lubusz Voivodeship,Kunau,152,KONIN ZAGANSKI,KUNAU
Korfantów,Korfantów,Nysa,Opole Voivodeship,Friedland in Oberschlesien,152,KORFANTOW,FRIEDLAND IN OBERSCHLESIEN
Koronowo,Koronowo,Bydgoszcz,Kuyavian-Pomeranian Voivodeship,Polnisch Krone[p],152,KORONOWO,POLNISCH KRONE
Koronowo,Koronowo,Bydgoszcz,Kuyavian-Pomeranian Voivodeship,Crone an der Brahe,152,KORONOWO,CRONE AN DER BRAHE
Koronowo,Koronowo,Bydgoszcz,Kuyavian-Pomeranian Voivodeship,Krone an der Brahe[q],152,KORONOWO,KRONE AN DER BRAHE
"Kosarzyn, Lubusz Voivodeship",Gubin,Krosno Odrzańskie,Lubusz Voivodeship,Kuschern,152,KOSARZYN,KUSCHERN
Kościan,,Kościan,Greater Poland Voivodeship,Kosten,152,KOSCIAN,KOSTEN
Kostrzyn nad Odrą,,Gorzów,Lubusz Voivodeship,Küstrin,152,KOSTRZYN NAD ODRA,KUSTRIN
Koszalin,,,,Köslin,152,KOSZALIN,KOSLIN
"Kotowice, Lubusz Voivodeship",Nowogród Bobrzański,Zielona Góra,Lubusz Voivodeship,Kottwitz,152,KOTOWICE,KOTTWITZ
Kowalewo Pomorskie,Kowalewo Pomorskie,Golub-Dobrzyń,Kuyavian-Pomeranian Voivodeship,Schönsee,152,KOWALEWO POMORSKIE,SCHONSEE
Kożuchów,Kożuchów,Nowa Sól,Lubusz Voivodeship,Freystadt in Schlesien,152,KOZUCHOW,FREYSTADT IN SCHLESIEN
Kozy,,Bielsko County,Silesian Voivodeship,Seiffersdorf,152,KOZY,SEIFFERSDORF
Kozy,,Bielsko County,Silesian Voivodeship,Seibersdorf,152,KOZY,SEIBERSDORF
Kozy,,Bielsko County,Silesian Voivodeship,Kosy[c],152,KOZY,KOSY
"Krąg, West Pomeranian Voivodeship",Polanów,Koszalin,West Pomeranian Voivodeship,Krangen,152,KRAG,KRANGEN
Krajenka,Krajenka,Złotów,Greater Poland Voivodeship,Krojanke,152,KRAJENKA,KROJANKE
Krajnik Dolny,Chojna,Gryfino,West Pomeranian Voivodeship,Nieder-Kränig,152,KRAJNIK DOLNY,NIEDER-KRANIG
Krajnik Górny,Chojna,Gryfino,West Pomeranian Voivodeship,Hohen-Kränig,152,KRAJNIK GORNY,HOHEN-KRANIG
Kraków,,,,Krakau,152,KRAKOW,KRAKAU
Krapkowice,Krapkowice,Krapkowice,Opole Voivodeship,Krappitz,152,KRAPKOWICE,KRAPPITZ
"Krążkowo, Lubusz Voivodeship",Sława,Wschowa,Lubusz Voivodeship,Altkranz,152,KRAZKOWO,ALTKRANZ
"Krosino, Szczecinek County",Grzmiąca,Szczecinek,West Pomeranian Voivodeship,(Groß) Krössin,152,KROSINO,(GROSS) KROSSIN
Krzeszowice,Krzeszowice,Kraków,Lesser Poland Voivodeship,Kressendorf[c],152,KRZESZOWICE,KRESSENDORF
Krosno Odrzańskie,Krosno Odrzańskie,Krosno Odrzańskie,Lubusz Voivodeship,Crossen an der Oder,152,KROSNO ODRZANSKIE,CROSSEN AN DER ODER
"Kuligowo, Zielona Góra County",Babimost,Zielona Góra,Lubusz Voivodeship,Kulkau,152,KULIGOWO,KULKAU
Kumiałtowice,Brody,Żary,Lubusz Voivodeship,Kummeltitz,152,KUMIALTOWICE,KUMMELTITZ
Kunowice,Słubice,Słubice,Lubusz Voivodeship,Kunersdorf,152,KUNOWICE,KUNERSDORF
Kupienino,Świebodzin,Świebodzin,Lubusz Voivodeship,Koppen,152,KUPIENINO,KOPPEN
Kurcewo,Stargard,Stargard,West Pomeranian Voivodeship,Krüssow,152,KURCEWO,KRUSSOW
Kursko,Międzyrzecz,Międzyrzecz,Lubusz Voivodeship,Kurzig,152,KURSKO,KURZIG
"Kuźnik, Lubusz Voivodeship",Międzyrzecz,Międzyrzecz,Lubusz Voivodeship,Kupfermühle,152,KUZNIK,KUPFERMUHLE
Kwidzyn,,Kwidzyn,Pomeranian Voivodeship,Marienwerder,152,KWIDZYN,MARIENWERDER
"Lasocin, Lubusz Voivodeship",Kożuchów,Nowa Sól,Lubusz Voivodeship,Lessendorf,152,LASOCIN,LESSENDORF
Lędyczek,Okonek,Złotów,Greater Poland Voivodeship,Landeck in Westpreußen,152,LEDYCZEK,LANDECK IN WESTPREUSSEN
Legnica,,,Lower Silesian Voivodeship,Liegnitz,152,LEGNICA,LIEGNITZ
Legnickie Pole,Legnickie Pole,Legnica,Lower Silesian Voivodeship,Wahlstatt,152,LEGNICKIE POLE,WAHLSTATT
Lemierzyce,Słońsk,Sulęcin,Lubusz Voivodeship,Alt Limmritz,152,LEMIERZYCE,ALT LIMMRITZ
Leśnica,Leśnica,Strzelce,Opole Voivodeship,Leschnitz,152,LESNICA,LESCHNITZ
Leśnica,Leśnica,Strzelce,Opole Voivodeship,Bergstadt[o],152,LESNICA,BERGSTADT
Leszno,,,Greater Poland Voivodeship,Lissa,152,LESZNO,LISSA
Leszno Dolne,Szprotawa,Żagań,Lubusz Voivodeship,Nieder Leschen,152,LESZNO DOLNE,NIEDER LESCHEN
Lichnówki,Lichnowy,Malbork,Pomeranian Voivodeship,Klein Lichtenau,152,LICHNOWKI,KLEIN LICHTENAU
"Lichnowy, Malbork County",Lichnowy,Malbork,Pomeranian Voivodeship,Groß Lichtenau,152,LICHNOWY,GROSS LICHTENAU
Lidzbark Warmiński,,Lidzbark,Warmian-Masurian Voivodeship,Heilsberg,152,LIDZBARK WARMINSKI,HEILSBERG
Likusy,Nidzica,Nidzica,Warmian-Masurian Voivodeship,Likusen[k],152,LIKUSY,LIKUSEN
"Linia, Pomeranian Voivodeship",Linia,Wejherowo,Pomeranian Voivodeship,Linde,152,LINIA,LINDE
Lipiany,Lipiany,Pyrzyce,West Pomeranian Voivodeship,Lippehne,152,LIPIANY,LIPPEHNE
"Lipie Góry, Lubusz Voivodeship",Strzelce Krajeńskie,Strzelce-Drezdenko,Lubusz Voivodeship,Mansfelde,152,LIPIE GORY,MANSFELDE
"Lipnik, West Pomeranian Voivodeship",Stargard,Stargard,West Pomeranian Voivodeship,Lindenberg,152,LIPNIK,LINDENBERG
Lisewo Malborskie,Lichnowy,Malbork,Pomeranian Voivodeship,Ließau,152,LISEWO MALBORSKIE,LIESSAU
Lubawka,Lubawka,Kamienna Góra,Lower Silesian Voivodeship,Liebau,152,LUBAWKA,LIEBAU
"Lubiewo, Kuyavian-Pomeranian Voivodeship",Lubiewo,Tuchola,Kuyavian-Pomeranian Voivodeship,Lobfelde,152,LUBIEWO,LOBFELDE
Lubiszewo Tczewskie,Tczew,Tczew,Pomeranian Voivodeship,Liebschau,152,LUBISZEWO TCZEWSKIE,LIEBSCHAU
Lubin,,Lubin,Lower Silesian Voivodeship,Lüben,152,LUBIN,LUBEN
Lubinicko,Świebodzin,Świebodzin,Lubusz Voivodeship,Merzdorf,152,LUBINICKO,MERZDORF
Lubogóra,Świebodzin,Świebodzin,Lubusz Voivodeship,Wilhelmshöhe,152,LUBOGORA,WILHELMSHOHE
Luboń,,Poznań,Greater Poland Voivodeship,Luban,152,LUBON,LUBAN
Lubsko,Lubsko,Żary,Lubusz Voivodeship,Sommerfeld,152,LUBSKO,SOMMERFELD
Lututów,Lututów,Wieruszów,Łódź Voivodeship,Lututow,152,LUTUTOW,LUTUTOW
Lututów,Lututów,Wieruszów,Łódź Voivodeship,Landstett[r],152,LUTUTOW,LANDSTETT
Lututów,Lututów,Wieruszów,Łódź Voivodeship,Landstätt[e],152,LUTUTOW,LANDSTATT
Łagoda,Nowogród Bobrzański,Zielona Góra,Lubusz Voivodeship,Legel,152,LAGODA,LEGEL
Łask,Łask,Łask,Łódź Voivodeship,Lask,152,LASK,LASK
Łaziska Górne,,Mikołów,Silesian Voivodeship,Ober Lazisk,152,LAZISKA GORNE,OBER LAZISK
Łazy Lubuskie,Słubice,Słubice,Lubusz Voivodeship,Lubuser Loose,152,LAZY LUBUSKIE,LUBUSER LOOSE
Łeba,,Lębork,Pomeranian Voivodeship,Leba,152,LEBA,LEBA
Łęgajny,Barczewo,Olsztyn,Warmian-Masurian Voivodeship,Lengainen,152,LEGAJNY,LENGAINEN
Łęknica,,Żary,Lubusz Voivodeship,Lugknitz,152,LEKNICA,LUGKNITZ
Łężyca,,Zielona Góra,Lubusz Voivodeship,Lansitz,152,LEZYCA,LANSITZ
Łobez,Łobez,Łobez,West Pomeranian Voivodeship,Labes,152,LOBEZ,LABES
Łobżenica,Łobżenica,Piła,Greater Poland Voivodeship,Lobsens,152,LOBZENICA,LOBSENS
Łomczewo,Okonek,Złotów,Greater Poland Voivodeship,Lümzow,152,LOMCZEWO,LUMZOW
Łódź,,,Łódź Voivodeship,Lodsch,152,LODZ,LODSCH
Łódź,,,Łódź Voivodeship,Litzmannstadt[s],152,LODZ,LITZMANNSTADT
"Ługów, Lubusz Voivodeship",Świebodzin,Świebodzin,Lubusz Voivodeship,Lugau,152,LUGOW,LUGAU
"Łupstych, Olsztyn County",Gietrzwałd,Olsztyn,Warmian-Masurian Voivodeship,Abstich[k],152,LUPSTYCH,ABSTICH
"Łyna, Warmian-Masurian Voivodeship",Nidzica,Nidzica,Warmian-Masurian Voivodeship,Lahna,152,LYNA,LAHNA
"Łysomice, Kuyavian-Pomeranian Voivodeship",Łysomice,Toruń,Kuyavian-Pomeranian Voivodeship,Lissomitz,152,LYSOMICE,LISSOMITZ
"Łysomice, Kuyavian-Pomeranian Voivodeship",Łysomice,Toruń,Kuyavian-Pomeranian Voivodeship,Posemsdorf[q],152,LYSOMICE,POSEMSDORF
Maczków,Cybinka,Słubice,Lubusz Voivodeship,Matschdorf,152,MACZKOW,MATSCHDORF
Malbork,,Malbork,Pomeranian Voivodeship,Marienburg[g],152,MALBORK,MARIENBURG
Małkocin,Stargard,Stargard,West Pomeranian Voivodeship,Mulkenthin,152,MALKOCIN,MULKENTHIN
Małomice,Małomice,Żagań,Lubusz Voivodeship,Mallmitz,152,MALOMICE,MALLMITZ
"Marianka, Lubusz Voivodeship",Brody,Żary,Lubusz Voivodeship,Marienhain,152,MARIANKA,MARIENHAIN
Maszewo,Maszewo,Goleniów,West Pomeranian Voivodeship,Massow,152,MASZEWO,MASSOW
Miasteczko Krajeńskie,Miasteczko Krajeńskie,Piła,Greater Poland Voivodeship,Friedheim,152,MIASTECZKO KRAJENSKIE,FRIEDHEIM
Miastko,Miastko,Bytów,Pomeranian Voivodeship,Rummelsburg,152,MIASTKO,RUMMELSBURG
Międzychód,Międzychód,Międzychód,Greater Poland Voivodeship,Birnbaum,152,MIEDZYCHOD,BIRNBAUM
Międzyzdroje,Międzyzdroje,Kamień,West Pomeranian Voivodeship,Misdroj,152,MIEDZYZDROJE,MISDROJ
Międzyrzecz,Międzyrzecz,Międzyrzecz,Lubusz Voivodeship,Meseritz,152,MIEDZYRZECZ,MESERITZ
"Mieszków, Lubusz Voivodeship",Trzebiel,Żary,Lubusz Voivodeship,Beinsdorf,152,MIESZKOW,BEINSDORF
Mieszkowice,Mieszkowice,Gryfino,West Pomeranian Voivodeship,Bärwalde in der Neumark,152,MIESZKOWICE,BARWALDE IN DER NEUMARK
Mikołajki Pomorskie,Mikołajki Pomorskie,Sztum,Pomeranian Voivodeship,Nikolaiken,152,MIKOLAJKI POMORSKIE,NIKOLAIKEN
Mikołajki Pomorskie,Mikołajki Pomorskie,Sztum,Pomeranian Voivodeship,Niklaskirchen[a],152,MIKOLAJKI POMORSKIE,NIKLASKIRCHEN
Mikołów,,Mikołów,Silesian Voivodeship,Nicolai,152,MIKOLOW,NICOLAI
Miłochowice,Milicz,Milicz,Lower Silesian Voivodeship,Melochwitz,152,MILOCHOWICE,MELOCHWITZ
Miłochowice,Milicz,Milicz,Lower Silesian Voivodeship,Mühlhagen[o],152,MILOCHOWICE,MUHLHAGEN
Miłakowo,Miłakowo,Ostróda,Warmian-Masurian Voivodeship,Liebstadt,152,MILAKOWO,LIEBSTADT
"Miłobądz, Pomeranian Voivodeship",Tczew,Tczew,Pomeranian Voivodeship,Mühlbanz,152,MILOBADZ,MUHLBANZ
Miłomłyn,Miłomłyn,Ostróda,Warmian-Masurian Voivodeship,Liebemühl,152,MILOMLYN,LIEBEMUHL
Mirocin Dolny,Kożuchów,Nowa Sól,Lubusz Voivodeship,Nieder Herzogswaldau,152,MIROCIN DOLNY,NIEDER HERZOGSWALDAU
Mirocin Górny,Kożuchów,Nowa Sól,Lubusz Voivodeship,Ober Herzogswaldau,152,MIROCIN GORNY,OBER HERZOGSWALDAU
Mirocin Średni,Kożuchów,Nowa Sól,Lubusz Voivodeship,Mittel Herzogswaldau,152,MIROCIN SREDNI,MITTEL HERZOGSWALDAU
Mirosławiec,Mirosławiec,Wałcz,West Pomeranian Voivodeship,Märkisch Friedland,152,MIROSLAWIEC,MARKISCH FRIEDLAND
Miszkowice,Lubawka,Kamienna Góra,Lower Silesian Voivodeship,Michelsdorf,152,MISZKOWICE,MICHELSDORF
Morąg,Morąg,Ostróda,Warmian-Masurian Voivodeship,Morhrungen,152,MORAG,MORHRUNGEN
Moryń,Moryń,Gryfino,West Pomeranian Voivodeship,Mohrin,152,MORYN,MOHRIN
Mrągowo,,Mrągowo,Warmian-Masurian Voivodeship,Sensburg,152,MRAGOWO,SENSBURG
Mrocza,Mrocza,Nakło,Kuyavian-Pomeranian Voivodeship,Mrotschen,152,MROCZA,MROTSCHEN
Mrocza,Mrocza,Nakło,Kuyavian-Pomeranian Voivodeship,Schönhausen[t],152,MROCZA,SCHONHAUSEN
Mrocza,Mrocza,Nakło,Kuyavian-Pomeranian Voivodeship,Immenheim[q],152,MROCZA,IMMENHEIM
Mrzeżyno,Trzebiatów,Gryfice,West Pomeranian Voivodeship,(Treptower) Deep,152,MRZEZYNO,(TREPTOWER) DEEP
Myślibórz,Myślibórz,Myślibórz,West Pomeranian Voivodeship,Soldin,152,MYSLIBORZ,SOLDIN
Mysłowice,,,Silesian Voivodeship,Myslowitz,152,MYSLOWICE,MYSLOWITZ
Nabłoto,Brody,Żary,Lubusz Voivodeship,Nablat,152,NABLOTO,NABLAT
Nabłoto,Brody,Żary,Lubusz Voivodeship,Nahberg,152,NABLOTO,NAHBERG
Nidzica,Nidzica,Nidzica,Warmian-Masurian Voivodeship,Neidenburg[g],152,NIDZICA,NEIDENBURG
Niechorze,Rewal,Gryfice,West Pomeranian Voivodeship,Horst,152,NIECHORZE,HORST
Nietków,Czerwieńsk,Zielona Góra,Lubusz Voivodeship,Polnisch Nettkow,152,NIETKOW,POLNISCH NETTKOW
Nietoperek,Międzyrzecz,Międzyrzecz,Lubusz Voivodeship,Nipter,152,NIETOPEREK,NIPTER
"Niwica, Żary County",Trzebiel,Żary,Lubusz Voivodeship,Zibelle,152,NIWICA,ZIBELLE
Nowa Ruda,,,,Neurode,152,NOWA RUDA,NEURODE
Nowa Sól,,Nowa Sól,Lubusz Voivodeship,Neusalz an der Oder,152,NOWA SOL,NEUSALZ AN DER ODER
Nowe,Nowe,Świecie,Kuyavian-Pomeranian Voivodeship,Neuenberg in Westpreußen,152,NOWE,NEUENBERG IN WESTPREUSSEN
Nowe,Nowe,Świecie,Kuyavian-Pomeranian Voivodeship,Neuenberg (Weichsel)[q],152,NOWE,NEUENBERG (WEICHSEL)
"Nowe Biskupice, Lubusz Voivodeship",Słubice,Słubice,Lubusz Voivodeship,Neu Bischofsee,152,NOWE BISKUPICE,NEU BISCHOFSEE
Nowe Miasteczko,Nowe Miasteczko,Nowa Sól,Lubusz Voivodeship,Neu Städtel,152,NOWE MIASTECZKO,NEU
Nowe Warpno,Nowe Warpno,Police,West Pomeranian Voivodeship,Neuwarp,152,NOWE WARPNO,NEUWARP
Nowogard,Nowogard,Goleniów,West Pomeranian Voivodeship,Naugard,152,NOWOGARD,NAUGARD
Nowogród Bobrzański,Nowogród Bobrzański,Zielona Góra,Lubusz Voivodeship,Naumburg am Bober,152,NOWOGROD BOBRZANSKI,NAUMBURG AM BOBER
Nowy Dwór Gdański,Nowy Dwór Gdański,Nowy Dwór Gdański,Pomeranian Voivodeship,Tiegenhof,152,NOWY DWOR GDANSKI,TIEGENHOF
Nowy Kisielin,,Zielona Góra,Lubusz Voivodeship,Deutsch Kessel,152,NOWY KISIELIN,DEUTSCH KESSEL
Nowy Lubusz,Słubice,Słubice,Lubusz Voivodeship,Neu Lebus,152,NOWY LUBUSZ,NEU LEBUS
Nowy Staw,Nowy Staw,Malbork,Pomeranian Voivodeship,Neuteich,152,NOWY STAW,NEUTEICH
Nowy Tomyśl,Nowy Tomyśl,Nowy Tomyśl,Greater Poland Voivodeship,Neutomischel,152,NOWY TOMYSL,NEUTOMISCHEL
"Nysa, Poland",Nysa,Nysa,Opole Voivodeship,Neiße,152,NYSA,NEISSE
Obłotne,Sulechów,Zielona Góra,Lubusz Voivodeship,Oblath,152,OBLOTNE,OBLATH
"Ochla, Greater Poland Voivodeship",Pogorzela,Gostyń,Greater Poland Voivodeship,Ochelhermsdorf,152,OCHLA,OCHELHERMSDORF
Odolanów,Odolanów,Ostrów Wielkopolski,Greater Poland Voivodeship,Adelnau,152,ODOLANOW,ADELNAU
Okonek,Okonek,Złotów,Greater Poland Voivodeship,Ratzebuhr,152,OKONEK,RATZEBUHR
Oława,,Oława,Lower Silesian Voivodeship,Ohlau,152,OLAWA,OHLAU
Olecko,Olecko,Olecko,Warmian-Masurian Voivodeship,Marggrabowa,152,OLECKO,MARGGRABOWA
Olecko,Olecko,Olecko,Warmian-Masurian Voivodeship,Treuberg[u],152,OLECKO,TREUBERG
Oleśnica,,Oleśnica,Lower Silesian Voivodeship,Öls,152,OLESNICA,OLS
Olesno,Olesno,Olesno,Opole Voivodeship,Rosenberg,152,OLESNO,ROSENBERG
Olsztyn,,,Warmian-Masurian Voivodeship,Allenstein[g],152,OLSZTYN,ALLENSTEIN
Olszyna,Olszyna,Lubań,Lower Silesian Voivodeship,Erlenholz,152,OLSZYNA,ERLENHOLZ
Opole,,,Opole Voivodeship,Oppeln,152,OPOLE,OPPELN
Orneta,Orneta,Lidzbark,Warmian-Masurian Voivodeship,Wormditt,152,ORNETA,WORMDITT
Orzesze,,Mikołów,Silesian Voivodeship,Orzesche,152,ORZESZE,ORZESCHE
Ośno Lubuskie,Ośno Lubuskie,Słubice,Lubusz Voivodeship,Drossen,152,OSNO LUBUSKIE,DROSSEN
Osogóra,Świebodzin,Świebodzin,Lubusz Voivodeship,Friedrichstabor,152,OSOGORA,FRIEDRICHSTABOR
Osowa Sień,Wschowa,Wschowa,Lubusz Voivodeship,Röhrsdorf,152,OSOWA SIEN,ROHRSDORF
Ostróda,,Ostróda,Warmian-Masurian Voivodeship,Hohenstein,152,OSTRODA,HOHENSTEIN
Ostrów Wielkopolski,,Ostrów Wielkopolski,Greater Poland Voivodeship,Ostrow,152,OSTROW WIELKOPOLSKI,OSTROW
Oświęcim,Oświęcim,Oświęcim,Lesser Poland Voivodeship,Auschwitz,152,OSWIECIM,AUSCHWITZ
Ozimek,Ozimek,Opole,Opole Voivodeship,Malapane,152,OZIMEK,MALAPANE
Pasłęk,Pasłęk,Elbląg,Warmian-Masurian Voivodeship,Preussisch Holland,152,PASLEK,PREUSSISCH HOLLAND
Pełczyce,Pełczyce,Choszczno,West Pomeranian Voivodeship,Bernstein,152,PELCZYCE,BERNSTEIN
Pelplin,Pelplin,Tczew,Pomeranian Voivodeship,Pelplin,152,PELPLIN,PELPLIN
Pęzino,Stargard,Stargard,West Pomeranian Voivodeship,Pansin,152,PEZINO,PANSIN
Piekary Śląskie,,,Silesian Voivodeship,Deutsch Piekar,152,PIEKARY SLASKIE,DEUTSCH PIEKAR
Pieniężno,Pieniężno,Braniewo,Warmian-Masurian Voivodeship,Mehlsack,152,PIENIEZNO,MEHLSACK
Pieszyce,Pieszyce,Dzierżoniów,Lower Silesian Voivodeship,Peterswaldau,152,PIESZYCE,PETERSWALDAU
Piła,,Piła County,Greater Poland Voivodeship,Schneidemühl,152,PILA,SCHNEIDEMUHL
Piotrków Trybunalski,,,Łódź Voivodeship,Petrikau,152,PIOTRKOW TRYBUNALSKI,PETRIKAU
Pisz,Pisz,Pisz,Warmian-Masurian Voivodeship,Johannisberg,152,PISZ,JOHANNISBERG
"Płoty, Lubusz Voivodeship",Czerwieńsk,Zielona Góra,Lubusz Voivodeship,Plothow,152,PLOTY,PLOTHOW
Płoty,Płoty,Gryfice,West Pomeranian Voivodeship,Plathe an der Rega,152,PLOTY,PLATHE AN DER REGA
"Pniów, West Pomeranian Voivodeship",Myślibórz,Myślibórz,West Pomeranian Voivodeship,Pinnow,152,PNIOW,PINNOW
"Poczernin, West Pomeranian Voivodeship",Stargard,Stargard,West Pomeranian Voivodeship,Pützerlin,152,POCZERNIN,PUTZERLIN
Podmokle Małe,Babimost,Zielona Góra,Lubusz Voivodeship,Klein Posemuckel,152,PODMOKLE MALE,KLEIN POSEMUCKEL
Podmokle Wielkie,Babimost,Zielona Góra,Lubusz Voivodeship,Groß Posemuckel,152,PODMOKLE WIELKIE,GROSS POSEMUCKEL
Polanów,Polanów,Koszalin,West Pomeranian Voivodeship,Pollnow,152,POLANOW,POLLNOW
Połczyn-Zdrój,Połczyn-Zdrój,Świdwin,West Pomeranian Voivodeship,Bad Polzin,152,POLCZYN-ZDROJ,BAD POLZIN
"Police, West Pomeranian Voivodeship",Police,Police,West Pomeranian Voivodeship,Pölitz,152,POLICE,POLITZ
Polkowice,Polkowice,Polkowice,Lower Silesian Voivodeship,Heerwegen[v],152,POLKOWICE,HEERWEGEN
Polkowice,Polkowice,Polkowice,Lower Silesian Voivodeship,Polkowitz,152,POLKOWICE,POLKOWITZ
Poznań,,,Greater Poland Voivodeship,Posen,152,POZNAN,POSEN
"Pozorty, Iława County",Zalewo,Iława,Warmian-Masurian Voivodeship,Posorten[k],152,POZORTY,POSORTEN
Prabuty,Prabuty,Kwidzyn,Pomeranian Voivodeship,Riesenberg[g],152,PRABUTY,RIESENBERG
Prószków,Prószków,Opole,Opole Voivodeship,Proskau,152,PROSZKOW,PROSKAU
"Proszów, Lubusz Voivodeship",Brody,Żary,Lubusz Voivodeship,Drahthammer,152,PROSZOW,DRAHTHAMMER
Prudnik,Prudnik,Prudnik,Opole Voivodeship,Neustadt,152,PRUDNIK,NEUSTADT
